,autor,titulo,tema,year
883,Josefina  Higgs1°,P196.-Flavone  and  chalcone  derivatives  as  promising  AChE  and  BuChE inhibitors for Alzheimer’s disease treatment ,Neurochemistry and Neuropharmacology ,2015
884,Cristina  Wasowski1°,P196.-Flavone  and  chalcone  derivatives  as  promising  AChE  and  BuChE inhibitors for Alzheimer’s disease treatment ,Neurochemistry and Neuropharmacology ,2015
885,Damijan  Knez2°,P196.-Flavone  and  chalcone  derivatives  as  promising  AChE  and  BuChE inhibitors for Alzheimer’s disease treatment ,Neurochemistry and Neuropharmacology ,2015
886,Stanislav  Gobec2°,P196.-Flavone  and  chalcone  derivatives  as  promising  AChE  and  BuChE inhibitors for Alzheimer’s disease treatment ,Neurochemistry and Neuropharmacology ,2015
887,Mariel Marder1°,P196.-Flavone  and  chalcone  derivatives  as  promising  AChE  and  BuChE inhibitors for Alzheimer’s disease treatment ,Neurochemistry and Neuropharmacology ,2015
888,Romina  Deza  Ponzio1°,P197.-Brain  ALDH  expression exposed animals after voluntary ethanol intake ,Neurochemistry and Neuropharmacology ,2015
889,Paula  Alejandra  Albrecht1°,P197.-Brain  ALDH  expression exposed animals after voluntary ethanol intake ,Neurochemistry and Neuropharmacology ,2015
890,Mara  Soledad  Mattalloni2°,P197.-Brain  ALDH  expression exposed animals after voluntary ethanol intake ,Neurochemistry and Neuropharmacology ,2015
891,Liliana Marina Cancela1°,P197.-Brain  ALDH  expression exposed animals after voluntary ethanol intake ,Neurochemistry and Neuropharmacology ,2015
892,Miriam Beatriz Virgolini1°,P197.-Brain  ALDH  expression exposed animals after voluntary ethanol intake ,Neurochemistry and Neuropharmacology ,2015
893,Andrea  Enrique1°,P198.-New  drug-resistant  seizure  model  in  mice  to  evaluate  P-gp  non-substrate anticonvulsant drugs ,Neurochemistry and Neuropharmacology ,2015
894,Sofia  Goicoechea1°,P198.-New  drug-resistant  seizure  model  in  mice  to  evaluate  P-gp  non-substrate anticonvulsant drugs ,Neurochemistry and Neuropharmacology ,2015
895,Facundo  Taborda1°,P198.-New  drug-resistant  seizure  model  in  mice  to  evaluate  P-gp  non-substrate anticonvulsant drugs ,Neurochemistry and Neuropharmacology ,2015
896,Rocío  Castaño1°,P198.-New  drug-resistant  seizure  model  in  mice  to  evaluate  P-gp  non-substrate anticonvulsant drugs ,Neurochemistry and Neuropharmacology ,2015
897,Luis  Enrique Bruno Blanch1°,P198.-New  drug-resistant  seizure  model  in  mice  to  evaluate  P-gp  non-substrate anticonvulsant drugs ,Neurochemistry and Neuropharmacology ,2015
898,Elena Girardi2°,P198.-New  drug-resistant  seizure  model  in  mice  to  evaluate  P-gp  non-substrate anticonvulsant drugs ,Neurochemistry and Neuropharmacology ,2015
899,María Celeste Ferreri,P199.-Tolerance  to  diazepam  is  associated  with  different  alterations  of GABAA receptors in rat cerebral cortex ,Neurochemistry and Neuropharmacology ,2015
900,María Clara Gravielle,P199.-Tolerance  to  diazepam  is  associated  with  different  alterations  of GABAA receptors in rat cerebral cortex ,Neurochemistry and Neuropharmacology ,2015
901,Alejandrina Funes,P200.-Blocking  the  development  of  cocaine  induced  sensitization  by Lithium  Chloride:  long    terms  effects  and  Wnt  signaling  pathway involvement ,Neurochemistry and Neuropharmacology ,2015
902,Santiago Cuesta,P200.-Blocking  the  development  of  cocaine  induced  sensitization  by Lithium  Chloride:  long    terms  effects  and  Wnt  signaling  pathway involvement ,Neurochemistry and Neuropharmacology ,2015
903,Silvana Beatriz Rosso,P200.-Blocking  the  development  of  cocaine  induced  sensitization  by Lithium  Chloride:  long    terms  effects  and  Wnt  signaling  pathway involvement ,Neurochemistry and Neuropharmacology ,2015
904,Alejandra Maria Pacchioni,P200.-Blocking  the  development  of  cocaine  induced  sensitization  by Lithium  Chloride:  long    terms  effects  and  Wnt  signaling  pathway involvement ,Neurochemistry and Neuropharmacology ,2015
905,Gimena  Gomez1°,P201.-Striatal  interneuron  changes  in  hemiparkinsonian  and  L-DOPA-induced dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
906,Melina  Bordone1°,P201.-Striatal  interneuron  changes  in  hemiparkinsonian  and  L-DOPA-induced dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
907,Sara  Sanz  Blasco1°,P201.-Striatal  interneuron  changes  in  hemiparkinsonian  and  L-DOPA-induced dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
908,Juan  Esteban  Ferrario1°,P201.-Striatal  interneuron  changes  in  hemiparkinsonian  and  L-DOPA-induced dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
909,Irene Taravini1°,P201.-Striatal  interneuron  changes  in  hemiparkinsonian  and  L-DOPA-induced dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
910,Gustavo Murer2°,P201.-Striatal  interneuron  changes  in  hemiparkinsonian  and  L-DOPA-induced dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
911,Oscar Samuel Gershanik1°,P201.-Striatal  interneuron  changes  in  hemiparkinsonian  and  L-DOPA-induced dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
912,Andrea  Susana  Guzman,P202.-Cannabinoid  CB1  Receptors  within  Nucleus  Accumbens  Shell  Are Not  Involved  in  Stress-Induced  Reinstatement  in  Extinguished  Cocaine–Conditioned Animals ,Neurochemistry and Neuropharmacology ,2015
913,Laura  Noemi  De  Giovanni,P202.-Cannabinoid  CB1  Receptors  within  Nucleus  Accumbens  Shell  Are Not  Involved  in  Stress-Induced  Reinstatement  in  Extinguished  Cocaine–Conditioned Animals ,Neurochemistry and Neuropharmacology ,2015
914,Maria  Paula  Avalos,P202.-Cannabinoid  CB1  Receptors  within  Nucleus  Accumbens  Shell  Are Not  Involved  in  Stress-Induced  Reinstatement  in  Extinguished  Cocaine–Conditioned Animals ,Neurochemistry and Neuropharmacology ,2015
915,Flavia  Bollati,P202.-Cannabinoid  CB1  Receptors  within  Nucleus  Accumbens  Shell  Are Not  Involved  in  Stress-Induced  Reinstatement  in  Extinguished  Cocaine–Conditioned Animals ,Neurochemistry and Neuropharmacology ,2015
916,Miriam Beatriz Virgolini,P202.-Cannabinoid  CB1  Receptors  within  Nucleus  Accumbens  Shell  Are Not  Involved  in  Stress-Induced  Reinstatement  in  Extinguished  Cocaine–Conditioned Animals ,Neurochemistry and Neuropharmacology ,2015
917,Liliana Marina Cancela,P202.-Cannabinoid  CB1  Receptors  within  Nucleus  Accumbens  Shell  Are Not  Involved  in  Stress-Induced  Reinstatement  in  Extinguished  Cocaine–Conditioned Animals ,Neurochemistry and Neuropharmacology ,2015
918,Josefina Higgs,P203.-2′-Hydroxy-5′-methyl-3′-nitrochalcone:  a  novel  chalcone  with antinociceptive effects ,Neurochemistry and Neuropharmacology ,2015
919,Cristina Wasowski,P203.-2′-Hydroxy-5′-methyl-3′-nitrochalcone:  a  novel  chalcone  with antinociceptive effects ,Neurochemistry and Neuropharmacology ,2015
920,Natalia Colettis,P203.-2′-Hydroxy-5′-methyl-3′-nitrochalcone:  a  novel  chalcone  with antinociceptive effects ,Neurochemistry and Neuropharmacology ,2015
921,Mariel Marder,P203.-2′-Hydroxy-5′-methyl-3′-nitrochalcone:  a  novel  chalcone  with antinociceptive effects ,Neurochemistry and Neuropharmacology ,2015
922,Matías  Lasala,P204.-Functional role of the duplicated α7 nicotinic receptor subunit ,Neurochemistry and Neuropharmacology ,2015
923,Leonardo  Dionisio,P204.-Functional role of the duplicated α7 nicotinic receptor subunit ,Neurochemistry and Neuropharmacology ,2015
924,Jeremías  Corradi,P204.-Functional role of the duplicated α7 nicotinic receptor subunit ,Neurochemistry and Neuropharmacology ,2015
925,Facundo  Chrestia,P204.-Functional role of the duplicated α7 nicotinic receptor subunit ,Neurochemistry and Neuropharmacology ,2015
926,Carmen  Esandi,P204.-Functional role of the duplicated α7 nicotinic receptor subunit ,Neurochemistry and Neuropharmacology ,2015
927,Cecilia Bouzat,P204.-Functional role of the duplicated α7 nicotinic receptor subunit ,Neurochemistry and Neuropharmacology ,2015
928,Valentina  Martínez  Damonte1°,P205.-JMV4957 (GHSR1a). ,Neurochemistry and Neuropharmacology ,2015
929,Fernández  Gimena2°,P205.-JMV4957 (GHSR1a). ,Neurochemistry and Neuropharmacology ,2015
930,Cornejo  Paula2°,P205.-JMV4957 (GHSR1a). ,Neurochemistry and Neuropharmacology ,2015
931,López  Soto  Javier1°,P205.-JMV4957 (GHSR1a). ,Neurochemistry and Neuropharmacology ,2015
932,Marie Jacky3°,P205.-JMV4957 (GHSR1a). ,Neurochemistry and Neuropharmacology ,2015
933,Perelló Mario2°,P205.-JMV4957 (GHSR1a). ,Neurochemistry and Neuropharmacology ,2015
934,Raingo Jesica1°,P205.-JMV4957 (GHSR1a). ,Neurochemistry and Neuropharmacology ,2015
935,Sonia Jazmín Molina1°,P206.-Noise-induced  rat  hippocampal  oxidative  changes  were  inverted after  rearing  in  an  enriched  environment.  Correlation  with  behavioral alterations. ,Neurochemistry and Neuropharmacology ,2015
936,María Miceli1°,P206.-Noise-induced  rat  hippocampal  oxidative  changes  were  inverted after  rearing  in  an  enriched  environment.  Correlation  with  behavioral alterations. ,Neurochemistry and Neuropharmacology ,2015
937,Francisco Capani2°,P206.-Noise-induced  rat  hippocampal  oxidative  changes  were  inverted after  rearing  in  an  enriched  environment.  Correlation  with  behavioral alterations. ,Neurochemistry and Neuropharmacology ,2015
938,Laura Ruth Guelman1°,P206.-Noise-induced  rat  hippocampal  oxidative  changes  were  inverted after  rearing  in  an  enriched  environment.  Correlation  with  behavioral alterations. ,Neurochemistry and Neuropharmacology ,2015
939,Beatriz Elizabeth Nielsen,P207.-Temperature  Dependence  of  the  Enhancementof  α7  Nicotinic Receptor Activity by Potential Therapeutic Compounds ,Neurochemistry and Neuropharmacology ,2015
940,Natalia Andersen,P207.-Temperature  Dependence  of  the  Enhancementof  α7  Nicotinic Receptor Activity by Potential Therapeutic Compounds ,Neurochemistry and Neuropharmacology ,2015
941,Jeremías Corradi,P207.-Temperature  Dependence  of  the  Enhancementof  α7  Nicotinic Receptor Activity by Potential Therapeutic Compounds ,Neurochemistry and Neuropharmacology ,2015
942,Cecilia Bouzat,P207.-Temperature  Dependence  of  the  Enhancementof  α7  Nicotinic Receptor Activity by Potential Therapeutic Compounds ,Neurochemistry and Neuropharmacology ,2015
943,Valentina  Pastore1°,"P208.-A N-propyl-2,2-diphenyl-2- hydroxyacetamide,  with  anticonvulsant,  antidepressant  and  anxiolytic action ",Neurochemistry and Neuropharmacology ,2015
944,Josefina  Higgs1°,"P208.-A N-propyl-2,2-diphenyl-2- hydroxyacetamide,  with  anticonvulsant,  antidepressant  and  anxiolytic action ",Neurochemistry and Neuropharmacology ,2015
945,Cristina  Wasowski1°,"P208.-A N-propyl-2,2-diphenyl-2- hydroxyacetamide,  with  anticonvulsant,  antidepressant  and  anxiolytic action ",Neurochemistry and Neuropharmacology ,2015
946,Andrea  Enrique2°,"P208.-A N-propyl-2,2-diphenyl-2- hydroxyacetamide,  with  anticonvulsant,  antidepressant  and  anxiolytic action ",Neurochemistry and Neuropharmacology ,2015
947,Luis  Bruno-Blanch2°,"P208.-A N-propyl-2,2-diphenyl-2- hydroxyacetamide,  with  anticonvulsant,  antidepressant  and  anxiolytic action ",Neurochemistry and Neuropharmacology ,2015
948,Mariel Marder1°,"P208.-A N-propyl-2,2-diphenyl-2- hydroxyacetamide,  with  anticonvulsant,  antidepressant  and  anxiolytic action ",Neurochemistry and Neuropharmacology ,2015
949,Daiana  Rigoni1°,P209.-Role  of  cofilin  in  nucleus  accumbens  core  during  the  cross-sensitization between chronic stress and cocaine ,Neurochemistry and Neuropharmacology ,2015
950,Maria  Paula  Avalos1°,P209.-Role  of  cofilin  in  nucleus  accumbens  core  during  the  cross-sensitization between chronic stress and cocaine ,Neurochemistry and Neuropharmacology ,2015
951,Mariano  Bisbal2°,P209.-Role  of  cofilin  in  nucleus  accumbens  core  during  the  cross-sensitization between chronic stress and cocaine ,Neurochemistry and Neuropharmacology ,2015
952,Andrea  Susana  Guzman1°,P209.-Role  of  cofilin  in  nucleus  accumbens  core  during  the  cross-sensitization between chronic stress and cocaine ,Neurochemistry and Neuropharmacology ,2015
953,Liliana Marina Cancela1°,P209.-Role  of  cofilin  in  nucleus  accumbens  core  during  the  cross-sensitization between chronic stress and cocaine ,Neurochemistry and Neuropharmacology ,2015
954,Flavia Andrea Bollati1°,P209.-Role  of  cofilin  in  nucleus  accumbens  core  during  the  cross-sensitization between chronic stress and cocaine ,Neurochemistry and Neuropharmacology ,2015
955,Manuel Soliño,P210.-Effects of Adenosine A1 and A2a Receptors Modulation on Müller Cell Activation in Light Induced Retinal Degeneration ,Neurochemistry and Neuropharmacology ,2015
956,Ester María López,P210.-Effects of Adenosine A1 and A2a Receptors Modulation on Müller Cell Activation in Light Induced Retinal Degeneration ,Neurochemistry and Neuropharmacology ,2015
957,Leonardo Juarez,P210.-Effects of Adenosine A1 and A2a Receptors Modulation on Müller Cell Activation in Light Induced Retinal Degeneration ,Neurochemistry and Neuropharmacology ,2015
958,Noelí Martignone,P210.-Effects of Adenosine A1 and A2a Receptors Modulation on Müller Cell Activation in Light Induced Retinal Degeneration ,Neurochemistry and Neuropharmacology ,2015
959,Elena Girardi,P210.-Effects of Adenosine A1 and A2a Receptors Modulation on Müller Cell Activation in Light Induced Retinal Degeneration ,Neurochemistry and Neuropharmacology ,2015
960,Juan José López-Costa,P210.-Effects of Adenosine A1 and A2a Receptors Modulation on Müller Cell Activation in Light Induced Retinal Degeneration ,Neurochemistry and Neuropharmacology ,2015
961,Irene  R.E.  Taravini1°,P211.-Evaluation  of  neural connectivity  between  parvalbumin-expressing  interneurons  and  medium  spiny  neurons  in  the  lesioned striatum of dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
962,Gimena  Gomez1°,P211.-Evaluation  of  neural connectivity  between  parvalbumin-expressing  interneurons  and  medium  spiny  neurons  in  the  lesioned striatum of dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
963,Mariela  V.  Escande2°,P211.-Evaluation  of  neural connectivity  between  parvalbumin-expressing  interneurons  and  medium  spiny  neurons  in  the  lesioned striatum of dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
964,Mario  G.  Murer2°,P211.-Evaluation  of  neural connectivity  between  parvalbumin-expressing  interneurons  and  medium  spiny  neurons  in  the  lesioned striatum of dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
965,Oscar  S. Gershanik1°,P211.-Evaluation  of  neural connectivity  between  parvalbumin-expressing  interneurons  and  medium  spiny  neurons  in  the  lesioned striatum of dyskinetic mice ,Neurochemistry and Neuropharmacology ,2015
