,autor,tema,titulo,year
120," Florencia 
Merino1",Cellular and Molecular Neurobiology ,"P20.-The neddylation pathway modulates cytoskeletal actin 
dynamics altering neuronal development ",2019
121, Giuliana Di Mauro1,Cellular and Molecular Neurobiology ,"P20.-The neddylation pathway modulates cytoskeletal actin 
dynamics altering neuronal development ",2019
122, Fernando Stefani2,Cellular and Molecular Neurobiology ,"P20.-The neddylation pathway modulates cytoskeletal actin 
dynamics altering neuronal development ",2019
123, Damián Refojo1 ,Cellular and Molecular Neurobiology ,"P20.-The neddylation pathway modulates cytoskeletal actin 
dynamics altering neuronal development ",2019
124,Maria Mercedes Benedetto1,Cellular and Molecular Neurobiology ,"P21.-REDOX IMBALANCE IN RETINAL DEGENERATION 
PROMOTED BY CONSTANT LIGH EXPOSURE ",2019
125, Manuel Gastón Bruera1,Cellular and Molecular Neurobiology ,"P21.-REDOX IMBALANCE IN RETINAL DEGENERATION 
PROMOTED BY CONSTANT LIGH EXPOSURE ",2019
126, Maria Ana Contin1 ,Cellular and Molecular Neurobiology ,"P21.-REDOX IMBALANCE IN RETINAL DEGENERATION 
PROMOTED BY CONSTANT LIGH EXPOSURE ",2019
127,Valeria Berkowicz1,Cellular and Molecular Neurobiology ,"P22.-Cognitive impairement and changes in hippocampal 
plasticity genes in the transgenic McGill-R-Thy1-APP rat model 
of Alzheimer´s disease ",2019
128, Sonia DoCarmo2,Cellular and Molecular Neurobiology ,"P22.-Cognitive impairement and changes in hippocampal 
plasticity genes in the transgenic McGill-R-Thy1-APP rat model 
of Alzheimer´s disease ",2019
129, Veronica Baez1,Cellular and Molecular Neurobiology ,"P22.-Cognitive impairement and changes in hippocampal 
plasticity genes in the transgenic McGill-R-Thy1-APP rat model 
of Alzheimer´s disease ",2019
130, Martin Habif1,Cellular and Molecular Neurobiology ,"P22.-Cognitive impairement and changes in hippocampal 
plasticity genes in the transgenic McGill-R-Thy1-APP rat model 
of Alzheimer´s disease ",2019
131," Magali 
Cercato1",Cellular and Molecular Neurobiology ,"P22.-Cognitive impairement and changes in hippocampal 
plasticity genes in the transgenic McGill-R-Thy1-APP rat model 
of Alzheimer´s disease ",2019
132, A. Claudio Cuello2,Cellular and Molecular Neurobiology ,"P22.-Cognitive impairement and changes in hippocampal 
plasticity genes in the transgenic McGill-R-Thy1-APP rat model 
of Alzheimer´s disease ",2019
133, Edgar Kornisiuk1,Cellular and Molecular Neurobiology ,"P22.-Cognitive impairement and changes in hippocampal 
plasticity genes in the transgenic McGill-R-Thy1-APP rat model 
of Alzheimer´s disease ",2019
134, Diana Jerusalinsky1 ,Cellular and Molecular Neurobiology ,"P22.-Cognitive impairement and changes in hippocampal 
plasticity genes in the transgenic McGill-R-Thy1-APP rat model 
of Alzheimer´s disease ",2019
135,Magdalena Antonino1,Cellular and Molecular Neurobiology ,"P23.-APP/Go signaling modulates the interaction between  
APP and BACE1 ",2019
136, Paula Marmo1,Cellular and Molecular Neurobiology ,"P23.-APP/Go signaling modulates the interaction between  
APP and BACE1 ",2019
137, Alfredo Lorenzo1,Cellular and Molecular Neurobiology ,"P23.-APP/Go signaling modulates the interaction between  
APP and BACE1 ",2019
138, Anahi Bignante1 ,Cellular and Molecular Neurobiology ,"P23.-APP/Go signaling modulates the interaction between  
APP and BACE1 ",2019
139,María Guillermina Bilbao1,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
140,2,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
141, Daniel Garrigós3,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
142,4,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
143, José Angel Toval3,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
144,4,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
145," Yevheny 
Kutsenko3",Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
146,4,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
147, Rosario Bautista3,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
148,4,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
149, Alberto Barreda3,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
150,4,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
151, Luis Puelles3,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
152,4,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
153," José Luis 
Ferrán3",Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
154,4 ,Cellular and Molecular Neurobiology ,"P24.-LOCALIZATION OF THE TYROSINE HYDROXILASE 
POSITIVE CELLS WITH THE PROSOMERIC MODEL IN 
HYPOTHALAMUS OF POSTNATAL RATS ",2019
155,C. Gaston Bisig1,Cellular and Molecular Neurobiology ,"P25.-GM1-pentasaccharide (osGM1) prevents damage on 
dopaminergic system in a mouse model of Parkinson’s 
disease ",2019
156, Yanina Ditamo1,Cellular and Molecular Neurobiology ,"P25.-GM1-pentasaccharide (osGM1) prevents damage on 
dopaminergic system in a mouse model of Parkinson’s 
disease ",2019
157, Macarena Rodriguez-Walker1,Cellular and Molecular Neurobiology ,"P25.-GM1-pentasaccharide (osGM1) prevents damage on 
dopaminergic system in a mouse model of Parkinson’s 
disease ",2019
158, Gimena Farias1,Cellular and Molecular Neurobiology ,"P25.-GM1-pentasaccharide (osGM1) prevents damage on 
dopaminergic system in a mouse model of Parkinson’s 
disease ",2019
159," 
Pablo Rodriguez2 ",Cellular and Molecular Neurobiology ,"P25.-GM1-pentasaccharide (osGM1) prevents damage on 
dopaminergic system in a mouse model of Parkinson’s 
disease ",2019
160,María Gabriela Blanco1,Cellular and Molecular Neurobiology ,"P26.-Serotonin (5-HT) and catecholamines (CA) coordinates 
antagonistic food-related behaviors in C. elegans. ",2019
161, María José De Rosa1,Cellular and Molecular Neurobiology ,"P26.-Serotonin (5-HT) and catecholamines (CA) coordinates 
antagonistic food-related behaviors in C. elegans. ",2019
162, Diego Rayes1 ,Cellular and Molecular Neurobiology ,"P26.-Serotonin (5-HT) and catecholamines (CA) coordinates 
antagonistic food-related behaviors in C. elegans. ",2019
163,Helga M. Blanco1,Cellular and Molecular Neurobiology ,"P27.-Tyrphostin AG879 and c-Src inhibitors reduced neurite 
outgrowth induced by stimulation of Ang II AT2 receptors in 
SH-SY5Y neuroblastoma cells. ",2019
164, Claudia Banchio2,Cellular and Molecular Neurobiology ,"P27.-Tyrphostin AG879 and c-Src inhibitors reduced neurite 
outgrowth induced by stimulation of Ang II AT2 receptors in 
SH-SY5Y neuroblastoma cells. ",2019
165, Sergio E. Alvarez1,Cellular and Molecular Neurobiology ,"P27.-Tyrphostin AG879 and c-Src inhibitors reduced neurite 
outgrowth induced by stimulation of Ang II AT2 receptors in 
SH-SY5Y neuroblastoma cells. ",2019
166, Gladys M. Ciuffo1 ,Cellular and Molecular Neurobiology ,"P27.-Tyrphostin AG879 and c-Src inhibitors reduced neurite 
outgrowth induced by stimulation of Ang II AT2 receptors in 
SH-SY5Y neuroblastoma cells. ",2019
167,M. Julieta Boezio1,Cellular and Molecular Neurobiology ,"P28.-Impact of Val66Met polymorphism in the brain-derived 
neurotrophic factor (BDNF) gene in the vulnerability to cocaine 
addiction induced by chronic stress ",2019
168, Daiana Rigoni1,Cellular and Molecular Neurobiology ,"P28.-Impact of Val66Met polymorphism in the brain-derived 
neurotrophic factor (BDNF) gene in the vulnerability to cocaine 
addiction induced by chronic stress ",2019
169, Liliana M. Cancela1,Cellular and Molecular Neurobiology ,"P28.-Impact of Val66Met polymorphism in the brain-derived 
neurotrophic factor (BDNF) gene in the vulnerability to cocaine 
addiction induced by chronic stress ",2019
170, Agustín Anastasia2,Cellular and Molecular Neurobiology ,"P28.-Impact of Val66Met polymorphism in the brain-derived 
neurotrophic factor (BDNF) gene in the vulnerability to cocaine 
addiction induced by chronic stress ",2019
171," Flavia 
Bollati1 ",Cellular and Molecular Neurobiology ,"P28.-Impact of Val66Met polymorphism in the brain-derived 
neurotrophic factor (BDNF) gene in the vulnerability to cocaine 
addiction induced by chronic stress ",2019
172,Emmanuel E Bortolotto1,Cellular and Molecular Neurobiology ,"P29.-Heterogeneity of effects of antipsychotic drugs on 
voltage-gated calcium channels type 2 (CaV2.2) currents ",2019
173, Clara I McCarthy1,Cellular and Molecular Neurobiology ,"P29.-Heterogeneity of effects of antipsychotic drugs on 
voltage-gated calcium channels type 2 (CaV2.2) currents ",2019
174, Santiago Cordisco Gonzalez1,Cellular and Molecular Neurobiology ,"P29.-Heterogeneity of effects of antipsychotic drugs on 
voltage-gated calcium channels type 2 (CaV2.2) currents ",2019
175," Román 
E Mustafá1",Cellular and Molecular Neurobiology ,"P29.-Heterogeneity of effects of antipsychotic drugs on 
voltage-gated calcium channels type 2 (CaV2.2) currents ",2019
176, Silvia S Rodriguez1,Cellular and Molecular Neurobiology ,"P29.-Heterogeneity of effects of antipsychotic drugs on 
voltage-gated calcium channels type 2 (CaV2.2) currents ",2019
177, Jesica Raingo1 ,Cellular and Molecular Neurobiology ,"P29.-Heterogeneity of effects of antipsychotic drugs on 
voltage-gated calcium channels type 2 (CaV2.2) currents ",2019
178,María Eugenia Pallarés1,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat ",2019
179, Melisa C. Monteleone2,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat ",2019
180, Verónica P. Pastor1,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat ",2019
181," Silvina L. 
Díaz3",Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat ",2019
182, Marcela A. Brocco2,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat ",2019
183, Marta C. Antonelli1 ,Cellular and Molecular Neurobiology ,"P30.-Maternal stress alters BDNF signaling expression in 
hippocampus and reduces anxious-like phenotype in 
prepubertal offspring rat ",2019
184,Manuel Gastón Bruera1,Cellular and Molecular Neurobiology ," 
P31.-Retinal degeneration promoted by excessive light: Role of 
the Glial cells. ",2019
185, Maria Mercedes Benedetto1,Cellular and Molecular Neurobiology ," 
P31.-Retinal degeneration promoted by excessive light: Role of 
the Glial cells. ",2019
186, Alicia L Degano1,Cellular and Molecular Neurobiology ," 
P31.-Retinal degeneration promoted by excessive light: Role of 
the Glial cells. ",2019
187," María Ana 
Contin1 ",Cellular and Molecular Neurobiology ," 
P31.-Retinal degeneration promoted by excessive light: Role of 
the Glial cells. ",2019
188,Fiamma Buratti1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology ",2019
189, Iñaki Gentile1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology ",2019
190, Hugo Garro1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology ",2019
191, Carla Ramunno1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology ",2019
192," Nazareno 
González1",Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology ",2019
193, Ezequiel Nigenda1,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology ",2019
194, Claudio Fernández1 ,Cellular and Molecular Neurobiology ,"P32.-A cell-based model for αS aggregation in Parkinson 
disease: Testing the correlation between structural and cellular 
biology ",2019
195,Maria Pilar Canal1,Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures ",2019
196, Anna De Tomas Lioro1,Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures ",2019
197, Cecilia Pugliese2,Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures ",2019
198, Adelina Badolati2,Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures ",2019
199," 
Maria Veronica Baez1 ",Cellular and Molecular Neurobiology ," 
P33.-Sera from prediabetic patients induce changes in neurons 
and glia in mix primary cultures ",2019
200,Clara Nicole Castañares1,Cellular and Molecular Neurobiology ,"P34.-MAG as a therapeutic target for neurodegenerative 
diseases associated to glutamate overload ",2019
201, Ana Laura Vivinetto1,Cellular and Molecular Neurobiology ,"P34.-MAG as a therapeutic target for neurodegenerative 
diseases associated to glutamate overload ",2019
202, Ana Lis Moyano2,Cellular and Molecular Neurobiology ,"P34.-MAG as a therapeutic target for neurodegenerative 
diseases associated to glutamate overload ",2019
203," Ronald L 
Schnaar3",Cellular and Molecular Neurobiology ,"P34.-MAG as a therapeutic target for neurodegenerative 
diseases associated to glutamate overload ",2019
