,autor,tema,poster
541, Esteban Fiore2,Cellular and Molecular Neurobiology ,"P108.-Contribution of neural crest derived cells and GLAST+ pericytes to liver 
fibrosis "
542, A Forlan4,Cellular and Molecular Neurobiology ,"P108.-Contribution of neural crest derived cells and GLAST+ pericytes to liver 
fibrosis "
543, P Ernfors4,Cellular and Molecular Neurobiology ,"P108.-Contribution of neural crest derived cells and GLAST+ pericytes to liver 
fibrosis "
544," Laura 
Alaniz3",Cellular and Molecular Neurobiology ,"P108.-Contribution of neural crest derived cells and GLAST+ pericytes to liver 
fibrosis "
545, Igor Adameyko4,Cellular and Molecular Neurobiology ,"P108.-Contribution of neural crest derived cells and GLAST+ pericytes to liver 
fibrosis "
546, Jorge Benjamín Aquino1 ,Cellular and Molecular Neurobiology ,"P108.-Contribution of neural crest derived cells and GLAST+ pericytes to liver 
fibrosis "
547," 
María Susana Sisti1",Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
548,3,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
549,4,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
550, Agustina Elea Camiña4,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
551, Carolina Natalia Zanuzzi1,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
552,2,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
553,3,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
554, Fabián Nishida1,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
555,3,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
556,4,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
557," Enrique 
Leo Portiansky1",Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
558,3,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
559,4 ,Cellular and Molecular Neurobiology ,P109.-Kainate excitotoxicity in the spinal cord of female young and adult rats 
560," 
Giulio G. Muccioli1",Cellular and Molecular Neurobiology ,P110.-Inhibition of SIRT-1 reduces brain cholesterol synthesis 
561, Jean-Noel Octave2,Cellular and Molecular Neurobiology ,P110.-Inhibition of SIRT-1 reduces brain cholesterol synthesis 
562, Alejandro O. Sodero3 ,Cellular and Molecular Neurobiology ,P110.-Inhibition of SIRT-1 reduces brain cholesterol synthesis 
563," 
Yael Macarena Peralta Cuasolo1",Cellular and Molecular Neurobiology ,"P111.-The physiological role of the GTPase Rab21 in neuronal migration and 
the development of the cerebral cortex "
564, Sebastián Dupraz2,Cellular and Molecular Neurobiology ,"P111.-The physiological role of the GTPase Rab21 in neuronal migration and 
the development of the cerebral cortex "
565, Diego Grassi1,Cellular and Molecular Neurobiology ,"P111.-The physiological role of the GTPase Rab21 in neuronal migration and 
the development of the cerebral cortex "
566, Santiago Quiroga1,Cellular and Molecular Neurobiology ,"P111.-The physiological role of the GTPase Rab21 in neuronal migration and 
the development of the cerebral cortex "
567, Lucas Javier Sosa1 ,Cellular and Molecular Neurobiology ,"P111.-The physiological role of the GTPase Rab21 in neuronal migration and 
the development of the cerebral cortex "
568," 
Lucas E Cabrera Zapata",Cellular and Molecular Neurobiology ,"P112.-Sex differences in gene expression of X-linked histone demethylase 
Kdm6a in embryonic hypothalamic neurons "
569, Camila Sosa,Cellular and Molecular Neurobiology ,"P112.-Sex differences in gene expression of X-linked histone demethylase 
Kdm6a in embryonic hypothalamic neurons "
570, María Julia Cambiasso ,Cellular and Molecular Neurobiology ,"P112.-Sex differences in gene expression of X-linked histone demethylase 
Kdm6a in embryonic hypothalamic neurons "
571,"P113.-Peripheral nerve regeneration promoted by adipose-derived stem cell 
(AdSC) magneto targeting ", ,Cellular and Molecular Neurobiology 
572," 
Tamara Soto"," 
P114.-Mechanisms of neuronal degeneration induced by  β-N-methylamino-L-
alanine (BMAA) ",Cellular and Molecular Neurobiology 
573, Beatriz De Los Santos," 
P114.-Mechanisms of neuronal degeneration induced by  β-N-methylamino-L-
alanine (BMAA) ",Cellular and Molecular Neurobiology 
574, Nora Rotstein," 
P114.-Mechanisms of neuronal degeneration induced by  β-N-methylamino-L-
alanine (BMAA) ",Cellular and Molecular Neurobiology 
575, Lorena German," 
P114.-Mechanisms of neuronal degeneration induced by  β-N-methylamino-L-
alanine (BMAA) ",Cellular and Molecular Neurobiology 
576, Luis Politi ," 
P114.-Mechanisms of neuronal degeneration induced by  β-N-methylamino-L-
alanine (BMAA) ",Cellular and Molecular Neurobiology 
577," 
Gonzalo Spelzini1",Cellular and Molecular Neurobiology ,"P115.-EphA3 ectodomain and GDNF regulate axon growth and guidance of 
retinal ganglion cells "
578,2,Cellular and Molecular Neurobiology ,"P115.-EphA3 ectodomain and GDNF regulate axon growth and guidance of 
retinal ganglion cells "
579, Mara Medori1,Cellular and Molecular Neurobiology ,"P115.-EphA3 ectodomain and GDNF regulate axon growth and guidance of 
retinal ganglion cells "
580,2,Cellular and Molecular Neurobiology ,"P115.-EphA3 ectodomain and GDNF regulate axon growth and guidance of 
retinal ganglion cells "
581, Néstor G. Carri3,Cellular and Molecular Neurobiology ,"P115.-EphA3 ectodomain and GDNF regulate axon growth and guidance of 
retinal ganglion cells "
582, Viviana Sanchez1,Cellular and Molecular Neurobiology ,"P115.-EphA3 ectodomain and GDNF regulate axon growth and guidance of 
retinal ganglion cells "
583,2,Cellular and Molecular Neurobiology ,"P115.-EphA3 ectodomain and GDNF regulate axon growth and guidance of 
retinal ganglion cells "
584, Gabriel Scicolone1,Cellular and Molecular Neurobiology ,"P115.-EphA3 ectodomain and GDNF regulate axon growth and guidance of 
retinal ganglion cells "
585,2 ,Cellular and Molecular Neurobiology ,"P115.-EphA3 ectodomain and GDNF regulate axon growth and guidance of 
retinal ganglion cells "
586," 
Laura Thomas",Cellular and Molecular Neurobiology ,"P116.-Extracellular Galectin-3 induces accelerated oligodendroglial 
differentiation through changes in actin dynamics and Akt - mTOR signalling 
pathway "
587, Laura Andrea Pasquini ,Cellular and Molecular Neurobiology ,"P116.-Extracellular Galectin-3 induces accelerated oligodendroglial 
differentiation through changes in actin dynamics and Akt - mTOR signalling 
pathway "
588," 
Marianela Traetta1",Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
589,2,Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
590, Martín Codagnone1,Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
591,2,Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
592, Nonthue Uccelli1,Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
593, Maria Jose Malleville Corpa1,Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
594,2,Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
595," Sandra 
Zarate1",Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
596,3,Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
597, Analia Reines1,Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
598,2 ,Cellular and Molecular Neurobiology ," 
P117.-ASSESSING THE NEURONAL ROLE IN HIPPOCAMPAL HYPOCONNECTIVITY 
IN THE VPA MODEL OF AUTISM "
599," 
L. Teresita Tribbia1",Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
600, Gimena Gomez2,Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
601, A. Cecilia Cura1,Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
602, Roy C. Rivero3,Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
603, María A. Bernardi2,Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
604," Juan E. 
Ferrario2",Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
605, Bertha Baldi Coronel3,Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
606, Oscar S. Gershanik2,Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
607, Emilia M. Gatto4,Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
608, Irene RE. Taravini1 ,Cellular and Molecular Neurobiology ,"P118.-Yerba mate tea and Parkinson's disease. Neuroprotective effect on 
dopaminergic neurons in an animal model "
609," 
Mariela Fernanda Trinchero1",Cellular and Molecular Neurobiology ,P119.-High plasticity of new granule cells in the aging hippocampus 
610, Magalí Herrero1,Cellular and Molecular Neurobiology ,P119.-High plasticity of new granule cells in the aging hippocampus 
611, Jessica Natalí Sulkes-Cuevas1,Cellular and Molecular Neurobiology ,P119.-High plasticity of new granule cells in the aging hippocampus 
612, Silvio Gabriel Temprana1,Cellular and Molecular Neurobiology ,P119.-High plasticity of new granule cells in the aging hippocampus 
613," 
Paula Fontanet2",Cellular and Molecular Neurobiology ,P119.-High plasticity of new granule cells in the aging hippocampus 
614, María Cristina Monzón-Salinas1,Cellular and Molecular Neurobiology ,P119.-High plasticity of new granule cells in the aging hippocampus 
615, Fernanda Ledda2,Cellular and Molecular Neurobiology ,P119.-High plasticity of new granule cells in the aging hippocampus 
616, Gustavo Paratcha2,Cellular and Molecular Neurobiology ,P119.-High plasticity of new granule cells in the aging hippocampus 
617," Alejandro Fabián 
Schinder ",Cellular and Molecular Neurobiology ,P119.-High plasticity of new granule cells in the aging hippocampus 
618," 
Milagros Trotta",Cellular and Molecular Neurobiology ,"P120.-GABAergic proopiomelanocortin neurons regulate energy balance 
through an arcuate - dorsomedial hypothalamic circuit "
619, Ramiro Alsina,Cellular and Molecular Neurobiology ,"P120.-GABAergic proopiomelanocortin neurons regulate energy balance 
through an arcuate - dorsomedial hypothalamic circuit "
620, Viviana Bumaschny ,Cellular and Molecular Neurobiology ,"P120.-GABAergic proopiomelanocortin neurons regulate energy balance 
through an arcuate - dorsomedial hypothalamic circuit "
621," 
Axel Turpaud",Cellular and Molecular Neurobiology ," 
P121.-Rol of Retinoid X Receptors on survival and modulation of inflammatory 
response in a mouse model of Retinitis Pigmentosa "
622, Yanel Volanté,Cellular and Molecular Neurobiology ," 
P121.-Rol of Retinoid X Receptors on survival and modulation of inflammatory 
response in a mouse model of Retinitis Pigmentosa "
623, Victoria Ayala Peña,Cellular and Molecular Neurobiology ," 
P121.-Rol of Retinoid X Receptors on survival and modulation of inflammatory 
response in a mouse model of Retinitis Pigmentosa "
624, Andres Garelli,Cellular and Molecular Neurobiology ," 
P121.-Rol of Retinoid X Receptors on survival and modulation of inflammatory 
response in a mouse model of Retinitis Pigmentosa "
625, Nora Rotstein,Cellular and Molecular Neurobiology ," 
P121.-Rol of Retinoid X Receptors on survival and modulation of inflammatory 
response in a mouse model of Retinitis Pigmentosa "
626, Luis Politi,Cellular and Molecular Neurobiology ," 
P121.-Rol of Retinoid X Receptors on survival and modulation of inflammatory 
response in a mouse model of Retinitis Pigmentosa "
627," Olga Lorena 
German ",Cellular and Molecular Neurobiology ," 
P121.-Rol of Retinoid X Receptors on survival and modulation of inflammatory 
response in a mouse model of Retinitis Pigmentosa "
628," 
Nonthué Uccelli1",Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
629, Martín Codagnone1,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
630,2,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
631, Nadia Levanovich3,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
632, Victoria Rosato Siri4,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
633, Marianela Traetta1,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
634,2,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
635," 
Leandro Urrutia3",Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
636, Germán Falasco3,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
637, Juana Pasquini4,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
638, Silvia Vázquez3,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
639, Analía Reinés1,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
640,2 ,Cellular and Molecular Neurobiology ,"P122.-INTER-HEMISPHERIC HYPO-CONNECTIVITY AND REGIONAL METABOLIC 
HYPER-ACTIVITY IN AN EXPERIMENTAL MODEL OF AUTISM "
641," 
Lucas Daniel Udovin1",Cellular and Molecular Neurobiology ,"P123.-Neurorestorative and protective effects of palmitoylethanolamide in 
perinatal asphyxia: an analysis of the rat striatum "
642, Tamara Kobiek2,Cellular and Molecular Neurobiology ,"P123.-Neurorestorative and protective effects of palmitoylethanolamide in 
perinatal asphyxia: an analysis of the rat striatum "
643, María I. Herrera2,Cellular and Molecular Neurobiology ,"P123.-Neurorestorative and protective effects of palmitoylethanolamide in 
perinatal asphyxia: an analysis of the rat striatum "
