,autor,tema,poster
528, A. Cecilia Cura1,Cellular and Molecular Neurobiology ,"P95.-Dopaminergic neuroprotection induced by yerba mate: 
experimental evidence in hemiparkinsonian animals "
529, Roy C. Rivero3,Cellular and Molecular Neurobiology ,"P95.-Dopaminergic neuroprotection induced by yerba mate: 
experimental evidence in hemiparkinsonian animals "
530," María A. 
Bernardi2",Cellular and Molecular Neurobiology ,"P95.-Dopaminergic neuroprotection induced by yerba mate: 
experimental evidence in hemiparkinsonian animals "
531, Juan E. Ferrario2,Cellular and Molecular Neurobiology ,"P95.-Dopaminergic neuroprotection induced by yerba mate: 
experimental evidence in hemiparkinsonian animals "
532, Bertha Baldi Coronel3,Cellular and Molecular Neurobiology ,"P95.-Dopaminergic neuroprotection induced by yerba mate: 
experimental evidence in hemiparkinsonian animals "
533, Oscar S. Gershanik2,Cellular and Molecular Neurobiology ,"P95.-Dopaminergic neuroprotection induced by yerba mate: 
experimental evidence in hemiparkinsonian animals "
534," Emilia M. 
Gatto4",Cellular and Molecular Neurobiology ,"P95.-Dopaminergic neuroprotection induced by yerba mate: 
experimental evidence in hemiparkinsonian animals "
535, Irene RE. Taravini1 ,Cellular and Molecular Neurobiology ,"P95.-Dopaminergic neuroprotection induced by yerba mate: 
experimental evidence in hemiparkinsonian animals "
536,Mariela Fernanda Trinchero1,Cellular and Molecular Neurobiology ,"P96.-A critical period for experience-dependent plasticity in 
neurons born in the aged hippocampus "
537, Magalí Herrero1,Cellular and Molecular Neurobiology ,"P96.-A critical period for experience-dependent plasticity in 
neurons born in the aged hippocampus "
538, María Cristina Monzón-Salinas1,Cellular and Molecular Neurobiology ,"P96.-A critical period for experience-dependent plasticity in 
neurons born in the aged hippocampus "
539," 
Alejandro Fabián Schinder1 ",Cellular and Molecular Neurobiology ,"P96.-A critical period for experience-dependent plasticity in 
neurons born in the aged hippocampus "
540,Cecilia Tubert1,Cellular and Molecular Neurobiology ,"P97.-Activation of D1R reduces the Kv1.3 current and 
contributes to the hypercholinergic state of parkinsonism "
541, Rodrigo M. Paz1,Cellular and Molecular Neurobiology ,"P97.-Activation of D1R reduces the Kv1.3 current and 
contributes to the hypercholinergic state of parkinsonism "
542, M. Gustavo Murer1 ,Cellular and Molecular Neurobiology ,"P97.-Activation of D1R reduces the Kv1.3 current and 
contributes to the hypercholinergic state of parkinsonism "
543,María Victoria Vaglienti1,Cellular and Molecular Neurobiology ,"P98.-Effect of Nitro-Oleic Acids in a mouse model of Oxygen-
Induced Retinopathy "
544, Paula Virginia Subirada1,Cellular and Molecular Neurobiology ,"P98.-Effect of Nitro-Oleic Acids in a mouse model of Oxygen-
Induced Retinopathy "
545, María Constanza Paz1,Cellular and Molecular Neurobiology ,"P98.-Effect of Nitro-Oleic Acids in a mouse model of Oxygen-
Induced Retinopathy "
546," Magalí 
Evelin Ridano1",Cellular and Molecular Neurobiology ,"P98.-Effect of Nitro-Oleic Acids in a mouse model of Oxygen-
Induced Retinopathy "
547, Pablo Federico Barcelona1,Cellular and Molecular Neurobiology ,"P98.-Effect of Nitro-Oleic Acids in a mouse model of Oxygen-
Induced Retinopathy "
548, Gustavo Bonacci1,Cellular and Molecular Neurobiology ,"P98.-Effect of Nitro-Oleic Acids in a mouse model of Oxygen-
Induced Retinopathy "
549," María Cecilia 
Sánchez1 ",Cellular and Molecular Neurobiology ,"P98.-Effect of Nitro-Oleic Acids in a mouse model of Oxygen-
Induced Retinopathy "
550,Macarena Varela1,Cellular and Molecular Neurobiology ,"P99.-Identifying molecular mediators of the effects of 
cerebellar neuroinflammation on sociability: relevance for 
autism "
551, Cecilia Zappala1,Cellular and Molecular Neurobiology ,"P99.-Identifying molecular mediators of the effects of 
cerebellar neuroinflammation on sociability: relevance for 
autism "
552, Sofía Degiorgi1,Cellular and Molecular Neurobiology ,"P99.-Identifying molecular mediators of the effects of 
cerebellar neuroinflammation on sociability: relevance for 
autism "
553, Araceli Seiffe1,Cellular and Molecular Neurobiology ,"P99.-Identifying molecular mediators of the effects of 
cerebellar neuroinflammation on sociability: relevance for 
autism "
554," Amaicha 
Depino1 ",Cellular and Molecular Neurobiology ,"P99.-Identifying molecular mediators of the effects of 
cerebellar neuroinflammation on sociability: relevance for 
autism "
555,Vanina Giselle Velardo1,Cellular and Molecular Neurobiology ," 
P100.-Shiga toxin 2 (Stx2) from enterohemorrhagic Escherichia 
coli (EHEC) produces cerebellar impairment of the vascular 
unit with inflammatory involvement "
556, Clara Valentina Berdasco1,Cellular and Molecular Neurobiology ," 
P100.-Shiga toxin 2 (Stx2) from enterohemorrhagic Escherichia 
coli (EHEC) produces cerebellar impairment of the vascular 
unit with inflammatory involvement "
557, Fernando Correa2,Cellular and Molecular Neurobiology ," 
P100.-Shiga toxin 2 (Stx2) from enterohemorrhagic Escherichia 
coli (EHEC) produces cerebellar impairment of the vascular 
unit with inflammatory involvement "
558," Adriana 
Cangelosi3",Cellular and Molecular Neurobiology ," 
P100.-Shiga toxin 2 (Stx2) from enterohemorrhagic Escherichia 
coli (EHEC) produces cerebellar impairment of the vascular 
unit with inflammatory involvement "
559, Patricia Geoghegan,Cellular and Molecular Neurobiology ," 
P100.-Shiga toxin 2 (Stx2) from enterohemorrhagic Escherichia 
coli (EHEC) produces cerebellar impairment of the vascular 
unit with inflammatory involvement "
560,3,Cellular and Molecular Neurobiology ," 
P100.-Shiga toxin 2 (Stx2) from enterohemorrhagic Escherichia 
coli (EHEC) produces cerebellar impairment of the vascular 
unit with inflammatory involvement "
561, Jorge Goldstein1 ,Cellular and Molecular Neurobiology ," 
P100.-Shiga toxin 2 (Stx2) from enterohemorrhagic Escherichia 
coli (EHEC) produces cerebellar impairment of the vascular 
unit with inflammatory involvement "
562,Marcela Sonia Vera1,Cellular and Molecular Neurobiology ,"P101.-Expression and cellular function of KCNQ channels in 
the eye "
563, Sofía Stupniki1,Cellular and Molecular Neurobiology ,"P101.-Expression and cellular function of KCNQ channels in 
the eye "
564, Estaban Pablo Barila1,Cellular and Molecular Neurobiology ,"P101.-Expression and cellular function of KCNQ channels in 
the eye "
565," OIga Lorena 
German2",Cellular and Molecular Neurobiology ,"P101.-Expression and cellular function of KCNQ channels in 
the eye "
566,3,Cellular and Molecular Neurobiology ,"P101.-Expression and cellular function of KCNQ channels in 
the eye "
567, Guillermo Spitzmaul1,Cellular and Molecular Neurobiology ,"P101.-Expression and cellular function of KCNQ channels in 
the eye "
568,2 ,Cellular and Molecular Neurobiology ,"P101.-Expression and cellular function of KCNQ channels in 
the eye "
569,Alejandro Villarreal1,Cellular and Molecular Neurobiology ,"P102.-Histone acetylation in reactive astrocytes: Is microglia 
the triggering “sparkle”? "
570, Matías Monteverde1,Cellular and Molecular Neurobiology ,"P102.-Histone acetylation in reactive astrocytes: Is microglia 
the triggering “sparkle”? "
571, Camila Vidos1,Cellular and Molecular Neurobiology ,"P102.-Histone acetylation in reactive astrocytes: Is microglia 
the triggering “sparkle”? "
572, María Belén Cieri1,Cellular and Molecular Neurobiology ,"P102.-Histone acetylation in reactive astrocytes: Is microglia 
the triggering “sparkle”? "
573," 
Alberto Javier Ramos1 ",Cellular and Molecular Neurobiology ,"P102.-Histone acetylation in reactive astrocytes: Is microglia 
the triggering “sparkle”? "
574,Agustina Zorgniotti1,Cellular and Molecular Neurobiology ,"P103.-Posttraslational modification of tubulin by tyrosine 
analogues alters mitochondrial transport mediated by 
molecular motors "
575, Valentina Filibertti1,Cellular and Molecular Neurobiology ,"P103.-Posttraslational modification of tubulin by tyrosine 
analogues alters mitochondrial transport mediated by 
molecular motors "
576, Yanina Ditamo1,Cellular and Molecular Neurobiology ,"P103.-Posttraslational modification of tubulin by tyrosine 
analogues alters mitochondrial transport mediated by 
molecular motors "
577, Carlos A. Arce1,Cellular and Molecular Neurobiology ,"P103.-Posttraslational modification of tubulin by tyrosine 
analogues alters mitochondrial transport mediated by 
molecular motors "
578," Gastón 
C. Bisig1 ",Cellular and Molecular Neurobiology ,"P103.-Posttraslational modification of tubulin by tyrosine 
analogues alters mitochondrial transport mediated by 
molecular motors "
579,marlene Zubillaga1,Cellular and Molecular Neurobiology ," 
P104.-Effects of copper overload on cholesterol synthesis and 
APP cleavage "
580, Diana Rosa2,Cellular and Molecular Neurobiology ," 
P104.-Effects of copper overload on cholesterol synthesis and 
APP cleavage "
581, Mariana Astiz3,Cellular and Molecular Neurobiology ," 
P104.-Effects of copper overload on cholesterol synthesis and 
APP cleavage "
582, Nathalie Arnal4 ,Cellular and Molecular Neurobiology ," 
P104.-Effects of copper overload on cholesterol synthesis and 
APP cleavage "
583,Carlos Leandro Freites1,Chronobiology ,"P105.-As the Brain's Soldiers Grow Older:  Aging Microglia 
within the Pineal Gland "
584, Estela Maris Muñoz1 ,Chronobiology ,"P105.-As the Brain's Soldiers Grow Older:  Aging Microglia 
within the Pineal Gland "
585,Juan Ignacio Ispizua1,Chronobiology ,"P106.-Glial contribution to circadian structural plasticity in 
pacemaker neurons of Drosophila melanogaster "
586, Maria Fernanda Ceriani1 ,Chronobiology ,"P106.-Glial contribution to circadian structural plasticity in 
pacemaker neurons of Drosophila melanogaster "
587,Melisa Malcolm1,Chronobiology ,"P107.-Processing bodies and Stress granules oscillate in 
Neuro-2a cells and mouse fibroblasts "
588, Gabriela Laura Pennazi1,Chronobiology ,"P107.-Processing bodies and Stress granules oscillate in 
Neuro-2a cells and mouse fibroblasts "
589, Eduardo Garbarino Pico1 ,Chronobiology ,"P107.-Processing bodies and Stress granules oscillate in 
Neuro-2a cells and mouse fibroblasts "
590,Natalia M. Monjes1,Chronobiology ," 
P108.-A metabolic oscillator controls temporal changes in lipid 
metabolism and redox status in tumor cells. "
591, Paula M. Wagner1,Chronobiology ," 
P108.-A metabolic oscillator controls temporal changes in lipid 
metabolism and redox status in tumor cells. "
592, Mario E. Guido1 ,Chronobiology ," 
P108.-A metabolic oscillator controls temporal changes in lipid 
metabolism and redox status in tumor cells. "
593,Ana Ricciuti1,Chronobiology ,"P109.-Drosophila clock neurons as a model to explore the 
selective vulnerability to huntingtin polyQ elongation "
594, Nara I. Muraro1 ,Chronobiology ,"P109.-Drosophila clock neurons as a model to explore the 
selective vulnerability to huntingtin polyQ elongation "
595,Sabrina Carla Riva1,Chronobiology ," 
P110.-Circadian control of postmating behaviors in Drosophila 
females "
596, Lihuen Adrian Soria Mercier1,Chronobiology ," 
P110.-Circadian control of postmating behaviors in Drosophila 
females "
597, Sebastian Risau Gusman1,Chronobiology ," 
P110.-Circadian control of postmating behaviors in Drosophila 
females "
598," 
Diana Lorena Franco1 ",Chronobiology ," 
P110.-Circadian control of postmating behaviors in Drosophila 
females "
599,Giovanna Velázquez-Campos1,Chronobiology ,P111.-The role of orsai in circadian rhythms and aging 
600, Magdalena Fernandez-Acosta1,Chronobiology ,P111.-The role of orsai in circadian rhythms and aging 
601," M. Fernanda 
Ceriani1 ",Chronobiology ,P111.-The role of orsai in circadian rhythms and aging 
602,Paula Micaela Wagner1,Chronobiology ,"P112.-Temporal control of tumor growth in nocturnal 
mammals: impact of the circadian system "
603, César Germán Prucca1,Chronobiology ,"P112.-Temporal control of tumor growth in nocturnal 
mammals: impact of the circadian system "
604, Fabiola Noelia Velázquez1,Chronobiology ,"P112.-Temporal control of tumor growth in nocturnal 
mammals: impact of the circadian system "
605," 
Beatriz Caputto1",Chronobiology ,"P112.-Temporal control of tumor growth in nocturnal 
mammals: impact of the circadian system "
606, Mario Eduardo Guido1 ,Chronobiology ,"P112.-Temporal control of tumor growth in nocturnal 
mammals: impact of the circadian system "
607,Leila Ameneiro1,"Cognition, Behavior, and Memory ","P113.-Object recognition reconsolidation in mice: What’s the 
hippocampus deal? "
608, Arturo Romano1 ,"Cognition, Behavior, and Memory ","P113.-Object recognition reconsolidation in mice: What’s the 
hippocampus deal? "
609,Juan Manuel Aranibia1,"Cognition, Behavior, and Memory ","P114.-Immunomodulation approach aimed to control 
neuroinflammation, amylod-beta aggregation and cognitive 
deterioration in a rat model of AD-like pathology "
610, Maria Beatriz Bistue Millón1,"Cognition, Behavior, and Memory ","P114.-Immunomodulation approach aimed to control 
neuroinflammation, amylod-beta aggregation and cognitive 
deterioration in a rat model of AD-like pathology "
611, Ramiro Avila1,"Cognition, Behavior, and Memory ","P114.-Immunomodulation approach aimed to control 
neuroinflammation, amylod-beta aggregation and cognitive 
deterioration in a rat model of AD-like pathology "
612," Martin A 
Bruno1 ","Cognition, Behavior, and Memory ","P114.-Immunomodulation approach aimed to control 
neuroinflammation, amylod-beta aggregation and cognitive 
deterioration in a rat model of AD-like pathology "
613,Ramiro Avlia1,"Cognition, Behavior, and Memory ","P115.-Repeated cold exposures controls hippocampal 
inflammation and prevent cognitive impairment in AD-like rat 
model "
614, M Beatriz Bistué Millón1,"Cognition, Behavior, and Memory ","P115.-Repeated cold exposures controls hippocampal 
inflammation and prevent cognitive impairment in AD-like rat 
model "
615, Juan Manuel Arancibia1,"Cognition, Behavior, and Memory ","P115.-Repeated cold exposures controls hippocampal 
inflammation and prevent cognitive impairment in AD-like rat 
model "
616, Martín A. Bruno1 ,"Cognition, Behavior, and Memory ","P115.-Repeated cold exposures controls hippocampal 
inflammation and prevent cognitive impairment in AD-like rat 
model "
617,Juan Pablo Beccaria1,"Cognition, Behavior, and Memory "," 
P116.-Unsupervised cluster analysis of task solving strategies 
using an animal model of striatal cholinergic interneurons 
ablation "
618, M Gustavo Murer1,"Cognition, Behavior, and Memory "," 
P116.-Unsupervised cluster analysis of task solving strategies 
using an animal model of striatal cholinergic interneurons 
ablation "
619, Juan E Belforte1 ,"Cognition, Behavior, and Memory "," 
P116.-Unsupervised cluster analysis of task solving strategies 
using an animal model of striatal cholinergic interneurons 
ablation "
620,Melisa Riva Gargiulo1,"Cognition, Behavior, and Memory ","P117.-Participation of basolateral amygdala complex 
astrocytes in different stages of a contextual fear memory "
