,autor,afiliacion,titulo,tema,primer_autor
2,Mora Ogando, Instituto de Investigación en Biomedicina de Buenos Aires (IBioBA) – CONICET - Partner Institute of the Max Planck Society,Involvement of newborn and mature granule cells in contextual memory engrams.,"Cognition, Behavior, and Memory",
3,Macarena Amigo Durán, Instituto de Investigación en Biomedicina de Buenos Aires (IBioBA) – CONICET - Partner Institute of the Max Planck Society,Involvement of newborn and mature granule cells in contextual memory engrams.,"Cognition, Behavior, and Memory",
4,Sebastian Alejo Romano, Instituto de Investigación en Biomedicina de Buenos Aires (IBioBA) – CONICET - Partner Institute of the Max Planck Society,Involvement of newborn and mature granule cells in contextual memory engrams.,"Cognition, Behavior, and Memory",
5,Antonia Marin Burgin, Instituto de Investigación en Biomedicina de Buenos Aires (IBioBA) – CONICET - Partner Institute of the Max Planck Society,Involvement of newborn and mature granule cells in contextual memory engrams.,"Cognition, Behavior, and Memory",
6,Noel Federman, Instituto de Investigación en Biomedicina de Buenos Aires (IBioBA) – CONICET - Partner Institute of the Max Planck Society,Involvement of newborn and mature granule cells in contextual memory engrams.,"Cognition, Behavior, and Memory",
0,Alessandra Barbosa," School of Psychology, University of Nottingham (UK)",Investigating the effects of contextual information in hybrid visual search,"Cognition, Behavior, and Memory",
1,Juan E Kamienkowski," Laboratory of Applied Artificial Intelligence, Computer Science Institute, School of Exact and Natural Science, University of Buenos Aires – National Council of Science and Technology, Buenos Aires, Argentina",Investigating the effects of contextual information in hybrid visual search,"Cognition, Behavior, and Memory",
2,Juan E Kamienkowski," Physics Department, School of Exact and Natural Science, University of Buenos Aires, Buenos Aires, Argentina",Investigating the effects of contextual information in hybrid visual search,"Cognition, Behavior, and Memory",
3,Matias Ison," School of Psychology, University of Nottingham (UK)",Investigating the effects of contextual information in hybrid visual search,"Cognition, Behavior, and Memory",
0,Nicolás Lautaro Tassino, Laboratorio de Neurociencias del Tiempo- iB,Interval timing in Drosophila: an opportunity to reveal the neurobiological basis of time perception,"Cognition, Behavior, and Memory",
1,Lia Frenkel, Laboratorio de Neurociencias del Tiempo- iB,Interval timing in Drosophila: an opportunity to reveal the neurobiological basis of time perception,"Cognition, Behavior, and Memory",
0,Franco Agustín Bernal," IFIByNE-CONICET//FCEN, UBA",Frequency and Emotional Priming Could Drive Complex Decision Making,"Cognition, Behavior, and Memory",
1,Tomas Alves Salgueiro," IFIByNE-CONICET//FCEN, UBA",Frequency and Emotional Priming Could Drive Complex Decision Making,"Cognition, Behavior, and Memory",
2,Axel Brzostowski," IFIByNE-CONICET//FCEN, UBA",Frequency and Emotional Priming Could Drive Complex Decision Making,"Cognition, Behavior, and Memory",
3,Pablo Nícolas Fernandez Larrosa," IFIByNE-CONICET//FCEN, UBA",Frequency and Emotional Priming Could Drive Complex Decision Making,"Cognition, Behavior, and Memory",
0,María Emilia Clément,"[' Hospital Privado de Comunidad. Mar del Plata, Argentina.', ' Hospital Bernardo Houssay. Mar del Plata, Argentina']",Evaluation of the usability of a cognitive training videogaming platform in the elderly.,"Cognition, Behavior, and Memory",
1,Melina Vladisauskas,"[' Laboratorio de Neurociencia, Universidad Torcuato Di Tella', ' Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ministry of Science, Buenos Aires, Argentina.']",Evaluation of the usability of a cognitive training videogaming platform in the elderly.,"Cognition, Behavior, and Memory",
2,Martín A Miguel,"[' Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ministry of Science, Buenos Aires, Argentina.', ' Laboratorio de Inteligencia Artificial Aplicada, Depto. de computación, FCEyN, UBA–CONICET']",Evaluation of the usability of a cognitive training videogaming platform in the elderly.,"Cognition, Behavior, and Memory",
3,Daniela Macario Cabral,"[' Laboratorio de Neurociencia, Universidad Torcuato Di Tella', ' Laboratorio de Inteligencia Artificial Aplicada, Depto. de computación, FCEyN, UBA–CONICET']",Evaluation of the usability of a cognitive training videogaming platform in the elderly.,"Cognition, Behavior, and Memory",
4,Pablo Ioli," Hospital Privado de Comunidad. Mar del Plata, Argentina.",Evaluation of the usability of a cognitive training videogaming platform in the elderly.,"Cognition, Behavior, and Memory",
5,Andrea Paula Goldin,"[' Laboratorio de Neurociencia, Universidad Torcuato Di Tella', ' Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ministry of Science, Buenos Aires, Argentina.']",Evaluation of the usability of a cognitive training videogaming platform in the elderly.,"Cognition, Behavior, and Memory",
0,Candela Sofía León," Laboratorio de Sueño y Memoria, Depto. de Ciencias de la Vida, Instituto Tecnológico de Buenos Aires.",Emotional episodic memory formation during Covid-19 quarantine: Preliminary results.,"Cognition, Behavior, and Memory",
1,Matías Bonilla," Laboratorio de Sueño y Memoria, Depto. de Ciencias de la Vida, Instituto Tecnológico de Buenos Aires.",Emotional episodic memory formation during Covid-19 quarantine: Preliminary results.,"Cognition, Behavior, and Memory",
2,Facundo Antonio Urreta Benitez," Laboratorio de Sueño y Memoria, Depto. de Ciencias de la Vida, Instituto Tecnológico de Buenos Aires.",Emotional episodic memory formation during Covid-19 quarantine: Preliminary results.,"Cognition, Behavior, and Memory",
3,Cecilia Forcato," Laboratorio de Sueño y Memoria, Depto. de Ciencias de la Vida, Instituto Tecnológico de Buenos Aires.",Emotional episodic memory formation during Covid-19 quarantine: Preliminary results.,"Cognition, Behavior, and Memory",
0,Laouen Belloli,"[' Laboratorio de Inteligencia Artificial Aplicada, Depto. de computación, FCEyN, UBA–CONICET', ' Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ministry of Science, Buenos Aires, Argentina']",Disinformation and political polarization: A study of the impact of political beliefs in the ability to detect “fake news”,"Cognition, Behavior, and Memory",
1,Joaquín Navajas,"[' Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ministry of Science, Buenos Aires, Argentina', ' Laboratorio de Neurociencia, Universidad Torcuato Di Tella']",Disinformation and political polarization: A study of the impact of political beliefs in the ability to detect “fake news”,"Cognition, Behavior, and Memory",
2,Nira Dinerstein, Chequeado,Disinformation and political polarization: A study of the impact of political beliefs in the ability to detect “fake news”,"Cognition, Behavior, and Memory",
3,Ariel Merpert, Chequeado,Disinformation and political polarization: A study of the impact of political beliefs in the ability to detect “fake news”,"Cognition, Behavior, and Memory",
4,Laura Zommer, Chequeado,Disinformation and political polarization: A study of the impact of political beliefs in the ability to detect “fake news”,"Cognition, Behavior, and Memory",
5,Andrea Goldin,"[' Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ministry of Science, Buenos Aires, Argentina', ' Laboratorio de Neurociencia, Universidad Torcuato Di Tella']",Disinformation and political polarization: A study of the impact of political beliefs in the ability to detect “fake news”,"Cognition, Behavior, and Memory",
0,María Paula Caral," Laboratorio de Dinámica Sensomotora, Departamento de Ciencia y Tecnología, Universidad Nacional de Quilmes.",Dichotic listening to unveil the processing of temporal information in sensorimotor synchronization,"Cognition, Behavior, and Memory",
1,Ignacio Spiousas," Laboratorio de Dinámica Sensomotora, Departamento de Ciencia y Tecnología, Universidad Nacional de Quilmes - CONICET.",Dichotic listening to unveil the processing of temporal information in sensorimotor synchronization,"Cognition, Behavior, and Memory",
2,Rodrigo Laje," Laboratorio de Dinámica Sensomotora, Departamento de Ciencia y Tecnología, Universidad Nacional de Quilmes - CONICET.",Dichotic listening to unveil the processing of temporal information in sensorimotor synchronization,"Cognition, Behavior, and Memory",
0,Magdalena Miranda," Laboratorio de Memoria y Cognición Molecular, Instituto de Neurociencia Cognitiva y Traslacional, CONICET-INECO-Universidad Favaloro",Development and testing of a novel Memory Discrimination Task for assessing cognitive deterioration in the elderly,"Cognition, Behavior, and Memory",
1,Daniela Ramirez Butavand," Laboratorio de Memoria y Cognición Molecular, Instituto de Neurociencia Cognitiva y Traslacional, CONICET-INECO-Universidad Favaloro",Development and testing of a novel Memory Discrimination Task for assessing cognitive deterioration in the elderly,"Cognition, Behavior, and Memory",
2,Agustina Birba," Universidad de San Andrés, Buenos Aires, Argentina",Development and testing of a novel Memory Discrimination Task for assessing cognitive deterioration in the elderly,"Cognition, Behavior, and Memory",
3,Sol Fittipaldi," Universidad de San Andrés, Buenos Aires, Argentina",Development and testing of a novel Memory Discrimination Task for assessing cognitive deterioration in the elderly,"Cognition, Behavior, and Memory",
4,Alejandro Ramos Usaj," Laboratorio de Memoria y Cognición Molecular, Instituto de Neurociencia Cognitiva y Traslacional, CONICET-INECO-Universidad Favaloro",Development and testing of a novel Memory Discrimination Task for assessing cognitive deterioration in the elderly,"Cognition, Behavior, and Memory",
5,Adolfo García," Universidad de San Andrés, Buenos Aires, Argentina",Development and testing of a novel Memory Discrimination Task for assessing cognitive deterioration in the elderly,"Cognition, Behavior, and Memory",
6,Agustín Ibañez," Universidad de San Andrés, Buenos Aires, Argentina",Development and testing of a novel Memory Discrimination Task for assessing cognitive deterioration in the elderly,"Cognition, Behavior, and Memory",
7,Pedro Bekinschtein," Laboratorio de Memoria y Cognición Molecular, Instituto de Neurociencia Cognitiva y Traslacional, CONICET-INECO-Universidad Favaloro",Development and testing of a novel Memory Discrimination Task for assessing cognitive deterioration in the elderly,"Cognition, Behavior, and Memory",
0,Karina Viviana Rodriguez," Departamento de Física UNS - IFISUR, Bahía Blanca - Centro Integral de Neurociencias Aplicadas, Bahía Blanca.",Detection of difficulties of children in reading task using processing speed.,"Cognition, Behavior, and Memory",
1,Francisco Iaconis," Departamento de Física UNS - IFISUR, Bahía Blanca.",Detection of difficulties of children in reading task using processing speed.,"Cognition, Behavior, and Memory",
2,Gustavo Gasaneo," Departamento de Física UNS - IFISUR, Bahía Blanca - Centro Integral de Neurociencias Aplicadas, Bahía Blanca.",Detection of difficulties of children in reading task using processing speed.,"Cognition, Behavior, and Memory",
3,Alejandra Mendivelzua," Laboratorio Especializado en Aprendizaje y Neurociencias, Buenos Aires.",Detection of difficulties of children in reading task using processing speed.,"Cognition, Behavior, and Memory",
4,Laura García Blanco," Laboratorio Especializado en Aprendizaje y Neurociencias, Buenos Aires.",Detection of difficulties of children in reading task using processing speed.,"Cognition, Behavior, and Memory",
5,Manuela Sanchez," Laboratorio Especializado en Aprendizaje y Neurociencias, Buenos Aires.",Detection of difficulties of children in reading task using processing speed.,"Cognition, Behavior, and Memory",
0,Leticia Sarli," Lab. Interdisciplinario de Neurociencia Cognitiva, CEMSC",Cross-cultural differences in affective assessment for emotionally-loaded words,"Cognition, Behavior, and Memory",
1,Nadia Justel," Lab. Interdisciplinario de Neurociencia Cognitiva, CEMSC",Cross-cultural differences in affective assessment for emotionally-loaded words,"Cognition, Behavior, and Memory",
0,Ernesto Betman, INAHE-CONICET,Brain signatures of statistical information acquisition in the absence of behavioral learning,"Cognition, Behavior, and Memory",
1,Alejandro Wainselboim, INCIHUSA-CONICET,Brain signatures of statistical information acquisition in the absence of behavioral learning,"Cognition, Behavior, and Memory",
0,Gisela Romina Bustos," Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina.",Behavioral analysis of a 3xTg murine model for Alzheimer´s disease: sex-specific differences age-dependent,"Cognition, Behavior, and Memory",
1,Maria del Carmen Krawczyk," Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina.",Behavioral analysis of a 3xTg murine model for Alzheimer´s disease: sex-specific differences age-dependent,"Cognition, Behavior, and Memory",
2,Julieta Millan," Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina.",Behavioral analysis of a 3xTg murine model for Alzheimer´s disease: sex-specific differences age-dependent,"Cognition, Behavior, and Memory",
3,Mariano G Blake," Instituto de Fisiología y Biofísica (IFIBIO UBA-CONICET), Facultad de Medicina, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina.",Behavioral analysis of a 3xTg murine model for Alzheimer´s disease: sex-specific differences age-dependent,"Cognition, Behavior, and Memory",
4,Mariano M Boccia," Laboratorio de Neurofarmacología de los Procesos de Memoria, Cátedra de Farmacología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires (UBA), Buenos Aires, Argentina.",Behavioral analysis of a 3xTg murine model for Alzheimer´s disease: sex-specific differences age-dependent,"Cognition, Behavior, and Memory",
0,Nicolás Fabre," Institute of Health and Environment of Litoral, CONICET-UNL, Department of Clinical Biochemistry Faculty of Biochemistry and Biological Sciences, Santa Fe, Argentina..",Your environment defines you: The effects of environmental stimulation over the brain in an early obesity rat model,"Cognition, Behavior, and Memory",
